,qid,no,doc,rel
1874,66,0,clueweb12-0800wb-39-02570,0
1875,66,0,clueweb12-1807wb-18-21401,0
1876,66,0,clueweb12-0106wb-31-21419,0
1879,66,0,clueweb12-1008wb-01-19335,1
1880,66,0,clueweb12-1807wb-10-28291,0
1881,66,0,clueweb12-1810wb-20-09240,0
1882,66,0,clueweb12-1808wb-79-06683,0
1883,90,0,clueweb12-1005wb-54-19443,1
1884,90,0,clueweb12-1710wb-44-09726,0
1885,90,0,clueweb12-0300tw-07-04746,2
1886,90,0,clueweb12-0300wb-32-14869,0
1887,90,0,clueweb12-1400tw-29-20307,2
1888,90,0,clueweb12-1106wb-92-11161,2
1889,90,0,clueweb12-1011wb-97-15456,2
1890,90,0,clueweb12-1608wb-30-00998,2
1891,90,0,clueweb12-0900tw-37-15127,0
1893,90,0,clueweb12-1300tw-21-15861,2
1894,90,0,clueweb12-1401wb-76-05793,2
1895,90,0,clueweb12-0013wb-03-21553,2
1896,90,0,clueweb12-1910wb-21-28306,0
1897,90,0,clueweb12-1205wb-18-24108,0
1898,90,0,clueweb12-1003wb-73-07012,2
1899,90,0,clueweb12-0005wb-86-20654,0
1900,90,0,clueweb12-1503wb-13-30830,2
1901,90,0,clueweb12-1804wb-10-00818,1
1902,90,0,clueweb12-1300tw-06-09844,0
1903,90,0,clueweb12-0105wb-61-12978,0
1904,90,0,clueweb12-1803wb-45-10279,2
1905,90,0,clueweb12-0600tw-03-05916,2
1906,90,0,clueweb12-0805wb-63-01440,0
1907,90,0,clueweb12-0111wb-50-09331,2
1908,90,0,clueweb12-1604wb-83-16926,2
1910,90,0,clueweb12-1312wb-66-10881,1
1911,90,0,clueweb12-0800wb-95-20118,0
1912,90,0,clueweb12-0500tw-41-11786,2
1913,90,0,clueweb12-1613wb-38-28601,1
1915,90,0,clueweb12-0605wb-66-22951,1
1916,90,0,clueweb12-1201tw-19-09490,0
1917,90,0,clueweb12-0102wb-69-24607,0
1919,90,0,clueweb12-1400tw-18-09477,0
1921,90,0,clueweb12-0201wb-14-23443,0
1922,90,0,clueweb12-0311wb-74-21660,0
1924,51,0,clueweb12-0108wb-51-13235,1
1927,51,0,clueweb12-0206wb-03-19445,0
1928,51,0,clueweb12-1117wb-12-25553,0
1929,51,0,clueweb12-0200tw-48-13390,2
1931,51,0,clueweb12-0302wb-40-08013,1
1932,51,0,clueweb12-0302wb-65-16175,1
1933,51,0,clueweb12-1807wb-60-03455,2
1934,51,0,clueweb12-1905wb-08-05430,1
1937,51,0,clueweb12-0302wb-08-15563,0
1938,51,0,clueweb12-0003wb-21-31533,2
1940,51,0,clueweb12-0301wb-10-26275,0
1941,51,0,clueweb12-0410wb-53-17878,2
1942,51,0,clueweb12-0005wb-53-01372,2
1943,51,0,clueweb12-0109wb-23-15252,1
1944,51,0,clueweb12-0001wb-15-05765,2
1945,51,0,clueweb12-0504wb-21-02022,2
1946,51,0,clueweb12-0906wb-56-21770,2
1947,51,0,clueweb12-1803wb-35-11863,0
1948,51,0,clueweb12-0311wb-02-29958,2
1949,51,0,clueweb12-0301wb-20-17154,0
1950,51,0,clueweb12-0914wb-01-06786,0
1951,51,0,clueweb12-0008wb-65-28909,2
1952,51,0,clueweb12-0300tw-19-24267,1
1953,51,0,clueweb12-0302wb-16-29517,0
1954,51,0,clueweb12-1903wb-41-06370,1
1955,51,0,clueweb12-1314wb-72-19073,2
1956,51,0,clueweb12-1711wb-06-13085,2
1958,51,0,clueweb12-0010wb-17-25926,2
1959,51,0,clueweb12-0301wb-58-28587,0
1960,51,0,clueweb12-0904wb-53-21907,2
1961,51,0,clueweb12-1002wb-71-23647,2
1962,51,0,clueweb12-0905wb-28-28011,2
1963,51,0,clueweb12-1807wb-64-15771,2
1964,51,0,clueweb12-1614wb-31-30243,2
1966,67,0,clueweb12-0209wb-26-31981,2
1967,67,0,clueweb12-1908wb-85-05723,0
1968,67,0,clueweb12-0104wb-66-25834,0
1969,67,0,clueweb12-1010wb-99-16248,0
1970,67,0,clueweb12-0311wb-68-12623,2
1972,67,0,clueweb12-1703wb-65-23147,0
1973,67,0,clueweb12-1905wb-19-14240,1
1974,67,0,clueweb12-1314wb-20-08050,2
1975,67,0,clueweb12-1210wb-35-10872,2
1978,67,0,clueweb12-0002wb-90-13919,0
1979,67,0,clueweb12-0001wb-70-14716,2
1981,67,0,clueweb12-1203wb-63-40828,2
1982,67,0,clueweb12-0804wb-80-20380,1
1984,67,0,clueweb12-0814wb-98-18810,2
1985,67,0,clueweb12-1300tw-88-08002,2
1986,67,0,clueweb12-1000tw-92-11861,1
1987,67,0,clueweb12-1811wb-14-14090,1
1988,67,0,clueweb12-1201tw-21-11493,2
1989,67,0,clueweb12-1400tw-43-14742,0
1991,67,0,clueweb12-1100tw-82-11021,0
1992,67,0,clueweb12-1205wb-26-05783,0
1993,67,0,clueweb12-1903wb-70-12118,0
1994,67,0,clueweb12-1706wb-15-22350,2
1995,67,0,clueweb12-0000wb-20-17388,0
1996,67,0,clueweb12-0108wb-75-22641,0
1997,67,0,clueweb12-0203wb-38-21527,2
1998,67,0,clueweb12-0506wb-37-03433,0
1999,67,0,clueweb12-0711wb-08-14274,0
2000,67,0,clueweb12-0700tw-42-15377,0
2001,83,0,clueweb12-0300wb-19-02023,1
2002,83,0,clueweb12-1612wb-47-15816,0
2003,83,0,clueweb12-0301wb-35-32856,0
2004,83,0,clueweb12-0600tw-00-14888,2
2005,83,0,clueweb12-1205wb-01-11484,2
2006,83,0,clueweb12-0915wb-33-26259,2
2007,83,0,clueweb12-1116wb-79-19308,2
2008,83,0,clueweb12-1215wb-44-13482,0
2009,83,0,clueweb12-0011wb-75-03784,0
2010,83,0,clueweb12-1204wb-69-01232,0
2011,83,0,clueweb12-1716wb-35-26403,0
2012,83,0,clueweb12-1204wb-69-01236,0
2013,83,0,clueweb12-1208wb-69-23883,0
2014,83,0,clueweb12-0703wb-06-08041,0
2015,83,0,clueweb12-1609wb-31-21062,0
2016,83,0,clueweb12-1208wb-68-30666,0
2018,83,0,clueweb12-0809wb-28-00908,0
2020,83,0,clueweb12-0207wb-87-08943,0
2022,83,0,clueweb12-1716wb-18-04446,2
2023,83,0,clueweb12-1803wb-70-07728,0
2024,83,0,clueweb12-0309wb-59-01579,0
2025,83,0,clueweb12-0100wb-56-16104,0
2026,83,0,clueweb12-0913wb-80-23522,0
2027,83,0,clueweb12-1311wb-09-11685,0
2028,83,0,clueweb12-0001wb-35-08597,1
2029,83,0,clueweb12-0612wb-61-09321,0
2030,83,0,clueweb12-0915wb-18-02398,0
2031,83,0,clueweb12-1103wb-17-13813,0
2032,83,0,clueweb12-1610wb-09-22452,0
2033,83,0,clueweb12-0407wb-33-13557,0
2034,83,0,clueweb12-0208wb-71-23648,0
2035,83,0,clueweb12-0702wb-66-18294,0
2036,83,0,clueweb12-0909wb-98-24394,0
2037,83,0,clueweb12-1109wb-31-00921,0
2038,83,0,clueweb12-1509wb-15-13803,0
2039,83,0,clueweb12-0700wb-41-09284,0
2042,87,0,clueweb12-1000tw-28-20377,2
2043,87,0,clueweb12-1000tw-91-09485,2
2044,87,0,clueweb12-1610wb-56-11471,1
2045,87,0,clueweb12-1200tw-59-10661,1
2046,87,0,clueweb12-1400tw-32-17572,1
2047,87,0,clueweb12-1802wb-79-27945,0
2048,87,0,clueweb12-1100wb-67-07509,1
2050,87,0,clueweb12-1200tw-30-04373,2
2052,87,0,clueweb12-1100tw-21-10688,0
2053,87,0,clueweb12-1117wb-85-08730,1
2055,87,0,clueweb12-1104wb-76-12018,2
2056,87,0,clueweb12-1204wb-00-24987,2
2057,87,0,clueweb12-0811wb-47-04320,1
2058,87,0,clueweb12-0900tw-98-20454,1
2059,87,0,clueweb12-1103wb-53-02305,2
2060,87,0,clueweb12-1200tw-74-14538,2
2061,87,0,clueweb12-1104wb-82-37509,2
2063,87,0,clueweb12-1201tw-28-05415,0
2064,87,0,clueweb12-1408wb-49-18566,2
2065,87,0,clueweb12-0814wb-95-02575,1
2066,87,0,clueweb12-0300tw-94-20350,2
2067,87,0,clueweb12-1104wb-82-37510,2
2068,87,0,clueweb12-1201wb-80-02802,2
2069,87,0,clueweb12-1400wb-04-10464,2
2070,87,0,clueweb12-1805wb-01-26500,2
2071,87,0,clueweb12-1408wb-47-18016,1
2072,87,0,clueweb12-1400tw-12-12974,0
2073,87,0,clueweb12-1103wb-34-15294,0
2074,87,0,clueweb12-1300tw-04-09886,1
2075,87,0,clueweb12-1300tw-12-06573,1
2076,87,0,clueweb12-1000tw-94-09931,1
2077,87,0,clueweb12-1405wb-11-05348,1
2078,87,0,clueweb12-0404wb-18-34623,1
2079,87,0,clueweb12-0612wb-80-10504,0
2080,87,0,clueweb12-0302wb-63-14788,2
2081,87,0,clueweb12-1200tw-39-02829,2
2082,87,0,clueweb12-1200tw-78-03190,0
2083,53,0,clueweb12-0211wb-05-04641,0
2084,53,0,clueweb12-0710wb-45-15111,0
2085,53,0,clueweb12-0004wb-66-05709,0
2086,53,0,clueweb12-0505wb-88-20397,1
2087,53,0,clueweb12-0606wb-45-01082,1
2088,53,0,clueweb12-0606wb-36-15416,1
2089,53,0,clueweb12-0606wb-36-15417,1
2090,53,0,clueweb12-0606wb-72-34216,1
2091,53,0,clueweb12-1912wb-18-25072,0
2092,53,0,clueweb12-1813wb-70-08452,0
2093,53,0,clueweb12-1003wb-97-22009,0
2094,53,0,clueweb12-1207wb-44-15917,0
2095,53,0,clueweb12-0906wb-29-21093,1
2096,53,0,clueweb12-0003wb-29-18519,0
2097,53,0,clueweb12-0006wb-79-22015,1
2099,53,0,clueweb12-0308wb-64-22527,0
2100,53,0,clueweb12-0309wb-24-25415,0
2101,53,0,clueweb12-0204wb-81-07223,0
2102,53,0,clueweb12-1000wb-29-05918,0
2104,53,0,clueweb12-0008wb-31-12426,2
2105,53,0,clueweb12-0104wb-49-20207,0
2106,53,0,clueweb12-0200wb-37-19927,1
2107,53,0,clueweb12-0604wb-73-22919,0
2108,53,0,clueweb12-0505wb-77-06722,1
2109,53,0,clueweb12-0904wb-73-19403,0
2110,53,0,clueweb12-0000wb-66-01214,1
2111,53,0,clueweb12-0203wb-73-08586,0
2112,53,0,clueweb12-1502wb-03-19258,0
2113,53,0,clueweb12-0312wb-21-17101,0
2114,53,0,clueweb12-0009wb-50-22615,0
2115,53,0,clueweb12-0506wb-90-11638,0
2116,53,0,clueweb12-1003wb-97-22011,0
2117,53,0,clueweb12-0301tw-18-05813,0
2118,53,0,clueweb12-0609wb-01-26572,0
2119,53,0,clueweb12-1310wb-45-30032,1
2120,53,0,clueweb12-0301tw-18-05811,0
2122,80,0,clueweb12-0700wb-08-18516,0
2123,80,0,clueweb12-0000wb-24-27405,2
2124,80,0,clueweb12-1400tw-21-08922,1
2125,80,0,clueweb12-1313wb-77-17501,0
2126,80,0,clueweb12-1805wb-77-01606,0
2127,80,0,clueweb12-0606wb-75-04298,0
2128,80,0,clueweb12-0100wb-68-27293,0
2130,80,0,clueweb12-0604wb-57-05811,1
2131,80,0,clueweb12-1906wb-57-17112,0
2132,80,0,clueweb12-0701wb-71-03105,0
2133,80,0,clueweb12-1300tw-09-18870,0
2134,80,0,clueweb12-0800tw-17-16958,2
2135,80,0,clueweb12-0006wb-17-29444,0
2136,80,0,clueweb12-0605wb-40-07197,0
2137,80,0,clueweb12-0910wb-81-18199,0
2138,80,0,clueweb12-1310wb-54-00186,0
2139,80,0,clueweb12-0008wb-84-34049,2
2140,80,0,clueweb12-0700wb-18-10445,0
2141,80,0,clueweb12-1500tw-69-02943,0
2142,80,0,clueweb12-0011wb-31-28222,0
2143,80,0,clueweb12-1103wb-96-04473,0
2144,80,0,clueweb12-0011wb-02-18669,2
2145,80,0,clueweb12-0606wb-89-25778,0
2146,80,0,clueweb12-0605wb-31-06528,0
2147,80,0,clueweb12-0701wb-71-03099,0
2148,80,0,clueweb12-1800tw-21-18769,0
2149,80,0,clueweb12-1909wb-24-11086,0
2150,80,0,clueweb12-0605wb-10-31035,0
2151,80,0,clueweb12-1800tw-21-18768,0
2152,80,0,clueweb12-1813wb-05-23379,0
2153,80,0,clueweb12-0405wb-09-21640,1
2154,60,0,clueweb12-0605wb-87-03683,1
2155,60,0,clueweb12-0701wb-30-28953,0
2156,60,0,clueweb12-0409wb-97-18443,0
2157,60,0,clueweb12-0003wb-12-26352,0
2158,60,0,clueweb12-0104wb-66-17611,0
2159,60,0,clueweb12-0914wb-36-04435,0
2160,60,0,clueweb12-0501wb-28-36419,0
2161,60,0,clueweb12-1003wb-81-04729,0
2162,60,0,clueweb12-0302wb-22-28382,0
2163,60,0,clueweb12-1712wb-81-20409,0
2164,60,0,clueweb12-0501wb-90-21142,0
2165,60,0,clueweb12-0608wb-06-19682,0
2166,60,0,clueweb12-1204wb-18-15329,0
2168,60,0,clueweb12-1609wb-35-22912,0
2169,60,0,clueweb12-0412wb-01-04696,0
2170,60,0,clueweb12-0400tw-30-07786,0
2171,60,0,clueweb12-0208wb-37-25634,0
2172,60,0,clueweb12-1913wb-75-13705,0
2173,60,0,clueweb12-0800tw-75-14285,0
2174,60,0,clueweb12-1602wb-28-18885,0
2175,60,0,clueweb12-0010wb-53-06890,0
2176,60,0,clueweb12-0210wb-49-11512,0
2177,60,0,clueweb12-0108wb-06-14259,0
2178,60,0,clueweb12-1400tw-36-23645,0
2179,60,0,clueweb12-0106wb-70-03099,0
2180,60,0,clueweb12-0817wb-68-23091,2
2181,60,0,clueweb12-1811wb-94-18111,0
2182,60,0,clueweb12-1707wb-31-20755,0
2183,95,0,clueweb12-0303wb-70-31261,1
2184,95,0,clueweb12-1607wb-06-21873,0
2185,95,0,clueweb12-0902wb-51-01399,2
2186,95,0,clueweb12-0904wb-28-13447,0
2187,95,0,clueweb12-0716wb-19-16183,0
2188,95,0,clueweb12-1000tw-27-21935,0
2189,95,0,clueweb12-0107wb-59-12737,0
2190,95,0,clueweb12-0401wb-59-22623,0
2191,95,0,clueweb12-0408wb-95-06343,0
2192,95,0,clueweb12-0406wb-71-08642,0
2193,95,0,clueweb12-0108wb-63-15296,0
2194,95,0,clueweb12-1802wb-42-11012,0
2195,95,0,clueweb12-0400wb-32-28716,0
2196,95,0,clueweb12-0002wb-75-07785,0
2197,95,0,clueweb12-0409wb-78-20114,0
2198,95,0,clueweb12-1100wb-29-00286,0
2199,95,0,clueweb12-1804wb-41-29532,0
2200,95,0,clueweb12-0716wb-77-03938,0
2201,95,0,clueweb12-0900wb-33-11655,0
2202,95,0,clueweb12-0610wb-18-08765,0
2203,95,0,clueweb12-1504wb-22-24674,0
2205,95,0,clueweb12-1501wb-77-23344,0
2206,95,0,clueweb12-1117wb-83-15295,0
2207,95,0,clueweb12-1805wb-36-27153,0
2208,95,0,clueweb12-1501wb-77-23348,0
2210,95,0,clueweb12-1403wb-86-04621,0
2211,95,0,clueweb12-1210wb-27-24277,2
2212,95,0,clueweb12-0104wb-66-19408,0
2213,95,0,clueweb12-0508wb-75-09549,0
2214,95,0,clueweb12-1805wb-42-15470,0
2215,95,0,clueweb12-1117wb-76-24865,0
2216,95,0,clueweb12-0100wb-74-16048,0
2217,63,0,clueweb12-0812wb-38-02066,0
2218,63,0,clueweb12-1000tw-58-15524,0
2219,63,0,clueweb12-0411wb-82-04458,1
2220,63,0,clueweb12-1205wb-15-25997,0
2221,63,0,clueweb12-1715wb-29-12640,2
2222,63,0,clueweb12-1809wb-07-10387,2
2223,63,0,clueweb12-0405wb-06-32491,0
2224,63,0,clueweb12-0604wb-64-23219,0
2225,63,0,clueweb12-1912wb-41-21514,0
2226,63,0,clueweb12-0108wb-94-17987,0
2227,63,0,clueweb12-1700tw-47-07395,0
2228,63,0,clueweb12-1912wb-30-10000,0
2229,63,0,clueweb12-1912wb-55-14155,0
2230,63,0,clueweb12-1212wb-84-09079,1
2231,63,0,clueweb12-0806wb-78-09418,2
2232,63,0,clueweb12-0500tw-26-18108,0
2233,63,0,clueweb12-0715wb-49-16880,2
2234,63,0,clueweb12-0200wb-39-01509,0
2235,63,0,clueweb12-0816wb-90-13400,0
2236,63,0,clueweb12-1912wb-61-22682,0
2237,63,0,clueweb12-0816wb-23-03489,0
2238,63,0,clueweb12-0110wb-69-19191,0
2239,63,0,clueweb12-0204wb-49-00746,2
2240,94,0,clueweb12-1410wb-36-22849,0
2241,94,0,clueweb12-0708wb-18-21532,0
2242,94,0,clueweb12-0310wb-94-07985,0
2243,94,0,clueweb12-0800tw-30-14848,0
2244,94,0,clueweb12-0106wb-39-14927,0
2245,94,0,clueweb12-0302wb-33-03015,0
2246,94,0,clueweb12-0709wb-99-18763,0
2247,94,0,clueweb12-1713wb-79-15006,0
2248,94,0,clueweb12-0707wb-87-08864,0
2249,94,0,clueweb12-1801wb-32-13847,0
2250,94,0,clueweb12-1802wb-56-17164,0
2251,94,0,clueweb12-0303wb-11-23624,0
2252,94,0,clueweb12-0110wb-12-02206,0
2253,94,0,clueweb12-0301wb-46-08756,0
2254,94,0,clueweb12-1207wb-30-25882,2
2255,94,0,clueweb12-0301wb-39-19089,0
2256,94,0,clueweb12-0302wb-79-23074,0
2257,94,0,clueweb12-0302wb-79-23073,0
2258,94,0,clueweb12-0709wb-25-20392,0
2259,94,0,clueweb12-1714wb-25-12435,0
2260,94,0,clueweb12-0203wb-63-02552,0
2261,94,0,clueweb12-0302wb-37-26168,0
2262,94,0,clueweb12-0305wb-51-19515,0
2263,94,0,clueweb12-0300wb-76-03006,0
2264,94,0,clueweb12-0109wb-47-28978,0
2265,94,0,clueweb12-0302wb-54-22917,0
2266,94,0,clueweb12-0302wb-61-05729,0
2267,94,0,clueweb12-1713wb-60-28505,0
2268,94,0,clueweb12-0711wb-35-13806,0
2269,94,0,clueweb12-0710wb-73-17748,0
2270,94,0,clueweb12-0301wb-76-05613,0
2272,94,0,clueweb12-1012wb-09-13430,0
2273,94,0,clueweb12-1201wb-46-13355,0
2274,94,0,clueweb12-0710wb-94-00159,0
2275,94,0,clueweb12-0302wb-46-09828,0
2276,94,0,clueweb12-0304wb-45-30380,0
2277,71,0,clueweb12-1115wb-47-11359,1
2278,71,0,clueweb12-0608wb-09-16675,0
2279,71,0,clueweb12-1311wb-72-08286,0
2280,71,0,clueweb12-1802wb-09-11579,2
2281,71,0,clueweb12-0104wb-37-20152,0
2282,71,0,clueweb12-1511wb-74-20908,0
2283,71,0,clueweb12-0302wb-79-29242,0
2284,71,0,clueweb12-0510wb-99-22158,0
2285,71,0,clueweb12-0714wb-09-03792,1
2286,71,0,clueweb12-0206wb-28-06494,0
2287,71,0,clueweb12-1905wb-88-13264,0
2288,71,0,clueweb12-0904wb-73-06976,1
2289,71,0,clueweb12-0208wb-58-19430,0
2290,71,0,clueweb12-1310wb-54-03163,0
2291,71,0,clueweb12-0004wb-65-13446,0
2292,71,0,clueweb12-1310wb-45-06057,0
2293,71,0,clueweb12-0007wb-16-10905,0
2294,71,0,clueweb12-1100wb-18-24991,0
2295,71,0,clueweb12-0705wb-05-11055,0
2296,71,0,clueweb12-1311wb-29-12536,0
2297,71,0,clueweb12-1310wb-77-08034,0
2298,71,0,clueweb12-0711wb-27-11106,0
2299,71,0,clueweb12-0912wb-84-10671,0
2300,71,0,clueweb12-0205wb-64-12172,1
2302,71,0,clueweb12-1905wb-61-13235,0
2303,71,0,clueweb12-0506wb-35-03412,0
2304,71,0,clueweb12-0714wb-49-03785,1
2305,71,0,clueweb12-1808wb-36-07426,0
2306,71,0,clueweb12-0102wb-75-11511,0
2308,71,0,clueweb12-0915wb-71-00502,0
2309,71,0,clueweb12-0206wb-97-22770,0
2310,71,0,clueweb12-1910wb-22-21571,0
2311,71,0,clueweb12-1910wb-71-25821,0
2312,71,0,clueweb12-0211wb-22-18168,0
2313,71,0,clueweb12-1204wb-11-26789,0
2314,71,0,clueweb12-0007wb-30-12578,0
2316,71,0,clueweb12-1001wb-03-23922,1
2318,71,0,clueweb12-1216wb-49-07615,0
2319,71,0,clueweb12-1311wb-81-17836,0
2320,68,0,clueweb12-0900tw-59-14893,0
2321,68,0,clueweb12-0305wb-14-18340,2
2322,68,0,clueweb12-0917wb-35-15851,0
2323,68,0,clueweb12-0207wb-63-04936,0
2324,68,0,clueweb12-0400wb-18-03861,2
2325,68,0,clueweb12-1111wb-96-15623,1
2326,68,0,clueweb12-0805wb-52-10372,0
2327,68,0,clueweb12-0919wb-16-18881,2
2328,68,0,clueweb12-0805wb-52-10370,0
2329,68,0,clueweb12-0700wb-09-05908,0
2330,68,0,clueweb12-0600wb-99-25041,2
2331,68,0,clueweb12-0012wb-77-03794,0
2332,68,0,clueweb12-0700tw-09-12527,0
2333,68,0,clueweb12-0207wb-96-15423,2
2334,68,0,clueweb12-0300tw-70-05824,2
2335,68,0,clueweb12-1609wb-54-00488,2
2336,68,0,clueweb12-0012wb-47-32457,0
2337,68,0,clueweb12-1300tw-09-19567,2
2339,68,0,clueweb12-0010wb-08-02549,0
2340,68,0,clueweb12-0805wb-52-10369,0
2341,68,0,clueweb12-0805wb-52-10367,0
2342,68,0,clueweb12-1203wb-58-13802,2
2343,68,0,clueweb12-1901wb-60-29586,0
2344,68,0,clueweb12-1200tw-33-11431,1
2346,68,0,clueweb12-0200tw-51-07264,0
2347,68,0,clueweb12-1017wb-40-25300,1
2348,68,0,clueweb12-1800wb-33-12816,0
2349,68,0,clueweb12-0305wb-26-27369,2
2350,68,0,clueweb12-1500wb-13-19968,2
2351,68,0,clueweb12-1604wb-32-24352,0
2352,68,0,clueweb12-0100wb-75-27738,2
2353,68,0,clueweb12-0013wb-72-13536,1
2354,68,0,clueweb12-0205wb-41-17244,0
2355,68,0,clueweb12-0601wb-55-20867,0
2356,68,0,clueweb12-1206wb-17-13571,2
2357,68,0,clueweb12-0913wb-12-23141,0
2358,68,0,clueweb12-1203wb-10-12986,2
2359,68,0,clueweb12-0100wb-72-06158,0
2360,68,0,clueweb12-0205wb-72-22737,0
2362,68,0,clueweb12-1311wb-25-28238,2
2363,68,0,clueweb12-1412wb-32-07049,1
2364,68,0,clueweb12-0012wb-47-32463,0
2365,68,0,clueweb12-0007wb-57-05001,0
2366,59,0,clueweb12-1115wb-78-24122,0
2367,59,0,clueweb12-0001wb-80-32162,0
2368,59,0,clueweb12-0104wb-06-10098,0
2369,59,0,clueweb12-0206wb-36-18334,0
2370,59,0,clueweb12-0210wb-36-24618,0
2371,59,0,clueweb12-0200wb-72-19149,0
2372,59,0,clueweb12-1311wb-65-18188,0
2373,59,0,clueweb12-1807wb-31-03090,0
2374,59,0,clueweb12-0211wb-07-16516,0
2375,59,0,clueweb12-1204wb-08-00147,0
2376,59,0,clueweb12-0002wb-58-27240,0
2377,59,0,clueweb12-1118wb-20-12675,0
2378,59,0,clueweb12-0714wb-79-27841,0
2379,59,0,clueweb12-1404wb-06-26353,0
2380,59,0,clueweb12-1815wb-22-10942,0
2381,59,0,clueweb12-1411wb-87-17775,0
2382,59,0,clueweb12-0007wb-09-13103,0
2383,59,0,clueweb12-0606wb-14-17744,0
2385,59,0,clueweb12-1215wb-25-24156,0
2386,59,0,clueweb12-1814wb-15-14662,1
2387,59,0,clueweb12-0006wb-89-26041,0
2388,59,0,clueweb12-0714wb-15-04751,0
2389,59,0,clueweb12-0807wb-23-30090,0
2390,59,0,clueweb12-0604wb-85-08380,0
2391,59,0,clueweb12-0802wb-00-15939,0
2392,59,0,clueweb12-1813wb-02-06230,0
2393,59,0,clueweb12-0012wb-40-22538,0
2394,59,0,clueweb12-1716wb-63-24052,0
2395,59,0,clueweb12-0500tw-04-09896,0
2396,59,0,clueweb12-0404wb-89-14245,0
2398,59,0,clueweb12-0210wb-97-09080,0
2399,59,0,clueweb12-0109wb-84-19725,0
2400,59,0,clueweb12-1008wb-97-13778,0
2401,59,0,clueweb12-0310wb-23-23576,0
2402,59,0,clueweb12-0905wb-24-03867,0
2403,59,0,clueweb12-0210wb-87-31270,0
2404,59,0,clueweb12-0200wb-37-05817,0
2405,59,0,clueweb12-0111wb-32-21453,0
2406,59,0,clueweb12-1001wb-52-25486,0
2407,59,0,clueweb12-1510wb-80-02219,0
2408,59,0,clueweb12-1306wb-09-26030,0
2409,59,0,clueweb12-0914wb-05-03167,0
2410,59,0,clueweb12-0700wb-68-25735,0
2411,59,0,clueweb12-1206wb-95-21007,0
2412,59,0,clueweb12-0207wb-80-08998,0
2416,59,0,clueweb12-0006wb-17-32622,0
2417,59,0,clueweb12-1107wb-03-06733,0
2419,74,0,clueweb12-0500wb-01-21508,0
2420,74,0,clueweb12-1400tw-33-14792,0
2421,74,0,clueweb12-1600wb-56-05270,0
2423,74,0,clueweb12-0206wb-24-06081,0
2424,74,0,clueweb12-0105wb-86-23803,1
2425,74,0,clueweb12-0002wb-76-15888,0
2426,74,0,clueweb12-0107wb-61-19609,0
2427,74,0,clueweb12-0000wt-00-03842,1
2428,74,0,clueweb12-0711wb-75-29424,0
2429,74,0,clueweb12-1208wb-39-22339,0
2430,74,0,clueweb12-0108wb-66-26140,0
2431,74,0,clueweb12-0502wb-16-11284,0
2432,74,0,clueweb12-1409wb-03-20473,1
2433,74,0,clueweb12-0404wb-31-05131,1
2434,74,0,clueweb12-0000wt-00-02880,1
2435,74,0,clueweb12-0107wb-31-16127,0
2436,74,0,clueweb12-0111wb-61-20740,0
2437,74,0,clueweb12-0702wb-51-27162,1
2438,74,0,clueweb12-1008wb-64-24353,0
2439,74,0,clueweb12-0504wb-75-10946,0
2440,74,0,clueweb12-0102wb-12-24423,0
2441,74,0,clueweb12-1300tw-75-11945,0
2442,74,0,clueweb12-1713wb-94-21611,0
2443,74,0,clueweb12-0000wt-01-18739,1
2444,74,0,clueweb12-1909wb-46-11304,0
2445,74,0,clueweb12-1100tw-32-05994,0
2446,74,0,clueweb12-1310wb-26-27148,0
2448,74,0,clueweb12-0009wb-99-13011,0
2449,74,0,clueweb12-0501wb-60-01413,1
2451,74,0,clueweb12-1316wb-01-07619,1
2452,74,0,clueweb12-0107wb-76-09238,0
2453,74,0,clueweb12-1500tw-99-04411,1
2454,74,0,clueweb12-0107wb-76-09234,1
2456,74,0,clueweb12-0408wb-05-27398,1
2457,74,0,clueweb12-0503wb-70-10112,2
2458,74,0,clueweb12-0200wb-11-32779,0
2459,74,0,clueweb12-0008wb-08-02399,0
2461,74,0,clueweb12-0502wb-31-25713,0
2463,74,0,clueweb12-1800wb-05-10928,2
2464,74,0,clueweb12-1901wb-82-20794,2
2465,74,0,clueweb12-1010wb-78-15598,0
2466,74,0,clueweb12-1001wb-00-27481,0
2467,93,0,clueweb12-1713wb-99-27232,0
2468,93,0,clueweb12-0101wb-54-26103,0
2469,93,0,clueweb12-0606wb-13-08746,0
2472,93,0,clueweb12-0006wb-78-17069,0
2473,93,0,clueweb12-0303wb-60-08319,0
2474,93,0,clueweb12-0500tw-36-19872,0
2475,93,0,clueweb12-0302wb-21-19076,0
2476,93,0,clueweb12-1009wb-76-17145,0
2478,93,0,clueweb12-0305wb-06-14788,0
2479,93,0,clueweb12-1706wb-83-02878,1
2480,93,0,clueweb12-0607wb-02-28481,0
2481,93,0,clueweb12-1208wb-73-23080,0
2482,93,0,clueweb12-1713wb-46-21595,0
2483,93,0,clueweb12-1716wb-87-02717,0
2484,93,0,clueweb12-0003wb-10-00108,0
2485,93,0,clueweb12-1714wb-52-22212,1
2486,93,0,clueweb12-1807wb-63-07889,0
2487,93,0,clueweb12-0211wb-87-29048,0
2488,93,0,clueweb12-1101tw-09-10578,0
2489,93,0,clueweb12-1314wb-58-07746,0
2491,93,0,clueweb12-1809wb-56-14320,0
2492,93,0,clueweb12-0102wb-29-26151,0
2493,93,0,clueweb12-1305wb-58-12569,2
2494,93,0,clueweb12-0607wb-37-18154,1
